Unnamed: 0,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request,constraint,collections_events_type,user,collection_name,collection_logical_name,start_after_collection_ids,vertical_scaling,scheduler,start_time,end_time,average_usage,maximum_usage,random_sample_usage,assigned_memory,page_cache_memory,cycles_per_instruction,memory_accesses_per_instruction,sample_rate,cpu_usage_distribution,tail_cpu_usage_distribution,cluster,event,failed
222,0,0,288497448483,3,1,200,0,4511,278589260114,,[],0,SGB2DRFNGsxqRJxWpux+PkH4xQ3fdsh9kWSh4KZpt6k=,+lnZRn56klV3mHm7gq6pfynVe1nXy/s6ck37tlyjjmE=,R7zZsCoRfk/mQrxQ6AJIfP2izldbgu0HynsbKlasY2Y=,[],1.0,0.0,1805100000000,1805400000000,"{'cpus': 0.0055389404296875, 'memory': 0.00312042236328125}","{'cpus': 0.0203857421875, 'memory': 0.0031280517578125}","{'cpus': 0.00618743896484375, 'memory': None}",0.00390625,2.002716064453125e-05,,,1.0,"[0.00080013 0.00203323 0.00263977 0.00307465 0.00358963 0.00434875
 0.00514984 0.0072403  0.00912476 0.01087952 0.0177002 ]","[0.01116943 0.01139832 0.0118103  0.01190186 0.01199341 0.01252747
 0.01269531 0.0136261  0.01577759]",6,ENABLE,0
223,0,2,145249314104,3,0,103,0,136,391504137,"{'cpus': 0.020263671875, 'memory': 0.0958251953125}",[],2,RTVRIjdUdmJ/qFC49vCsMMhKO31LkoDta+vF4oJXVQI=,HgkoMlqGWE6ddfj2YDzUkXGsrrjTJXVnPdLw3id8i0k=,Qf+iBHpAlMeMa8Q0ajkA/5OMqrfERL1XYeo73Z0sI5A=,[],1.0,1.0,1334400000000,1334700000000,"{'cpus': 7.05718994140625e-05, 'memory': 0.0008821487426757812}","{'cpus': 0.00044536590576171875, 'memory': 0.000885009765625}","{'cpus': 5.340576171875e-05, 'memory': None}",0.0032539367675781,3.814697265625e-06,1.7699846029281616,0.013439049012959,1.0,"[4.48226929e-05 4.95910645e-05 5.43594360e-05 5.91278076e-05
 6.38961792e-05 6.86645508e-05 7.34329224e-05 7.82012939e-05
 8.29696655e-05 8.77380371e-05 4.37736511e-04]","[8.77380371e-05 9.25064087e-05 9.82284546e-05 1.03950500e-04
 1.09672546e-04 1.15394592e-04 1.21116638e-04 1.26838684e-04
 1.32560730e-04]",5,FAIL,1
224,1060773608695,5,383117225578,0,0,107,0,1890,86169889318,"{'cpus': 0.00246429443359375, 'memory': 0.0016574859619140625}",[],5,oMKuLKWsfJhu0O+F17yAzJe4K2NxU+xQn0TNVTL86N4=,asGogEf66ChDYx1emOzIpUNU2B2HtByolF6jlv1PW3o=,CcJCuZd+0bWW6aNMYnhJ14rvjbkHLRN64M5VYX7ROYg=,[],3.0,1.0,1060798000000,1060800000000,"{'cpus': 0.0046539306640625, 'memory': 0.00128173828125}","{'cpus': 0.009307861328125, 'memory': 0.00128173828125}","{'cpus': 0.0090484619140625, 'memory': None}",0.001657485961914,0.0001420974731445,,,1.0,"[0.00846863 0.00846863 0.00846863 0.00846863 0.00846863 0.00886536
 0.00926208 0.00926208 0.00926208 0.00926208 0.00926208]","[0.00926208 0.00926208 0.00926208 0.00926208 0.00926208 0.00926208
 0.00926208 0.00926208 0.00926208]",1,LOST,0
225,1726597038712,6,203075380957,3,1,200,0,67,14244049,"{'cpus': 0.1318359375, 'memory': 0.009765625}",[],6,jsKym0L3FlvkFQzZZHyht9i+Vm6XTsY2YzZj4/sDi9g=,St0VdhwYaGG/Hb+lGvo4e6qMuZIw7V8T88PrsCzE0cw=,G3GisqyQJcQNQE6mas79xnhZsDHcs0fL0vm6WqVw098=,[],2.0,0.0,433800000000,434100000000,"{'cpus': 0.024139404296875, 'memory': 0.0015354156494140625}","{'cpus': 0.0546875, 'memory': 0.0015411376953125}","{'cpus': 0.025177001953125, 'memory': None}",0.009765625,0.0005664825439453,,,1.0,"[0.01660156 0.02035522 0.02157593 0.02249146 0.02319336 0.02380371
 0.02462769 0.02532959 0.02636719 0.02807617 0.03448486]","[0.02825928 0.02850342 0.02871704 0.02902222 0.02935791 0.02978516
 0.0302124  0.03079224 0.03167725]",5,SCHEDULE,0
226,2622765184444,0,710255342622,1,0,103,0,9895,153027485560,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}",[],0,DHJYL1IYxKn7+hgqicbUBV4/cAvCGBBmmpO+F9Rb1P4=,19SMgCt1aK90R6W4fqUiS5zCFCLX9WGFoY663Yencyk=,uTF49iJIJ/1iSywCxEeXcS9Q0ficGBx247YMAqAE4ZE=,[],1.0,1.0,985800000000,986100000000,"{'cpus': 0.0023651123046875, 'memory': 0.0018596649169921875}","{'cpus': 0.0079803466796875, 'memory': 0.001888275146484375}","{'cpus': 0.0005025863647460938, 'memory': None}",0.0052108764648437,0.0001649856567382,0.7188841700553894,0.001150750205852,1.0,"[0.0004282  0.00048923 0.00051689 0.00054646 0.00058556 0.00156212
 0.0031929  0.00369644 0.00417328 0.00492859 0.00796509]","[0.00498199 0.00527954 0.00563812 0.0058136  0.00598907 0.00622559
 0.00656128 0.00693512 0.00743866]",3,ENABLE,0
227,1494780289987,5,756094638917,0,0,105,0,4170,247049933674,"{'cpus': 0.007293701171875, 'memory': 0.00370025634765625}",[],5,fyVrWxhkLIMjl2J3LD3cpOWRuMUdb9sqYAI1OSXrPX0=,Ibx1nuVxyoKYK7oASnmpduXzKK2AO1q4Kpcpq1tzHBY=,XEEbVRdt29HOHVFyVxuJXKjH14AJpv2bK56r7DrIL8Q=,[],2.0,1.0,1492800000000,1493100000000,"{'cpus': 0.0015926361083984375, 'memory': 0.0022125244140625}","{'cpus': 0.018035888671875, 'memory': 0.00232696533203125}","{'cpus': 0.000293731689453125, 'memory': None}",0.0037002563476562,6.198883056640625e-05,3.1246566772460938,0.0095145469531416,1.0,"[0.00011349 0.00012016 0.00012684 0.00013447 0.000144   0.0001545
 0.00016403 0.00017452 0.0004406  0.00762939 0.01031494]","[0.00767517 0.00772858 0.00777435 0.00787354 0.00805664 0.00923157
 0.00933838 0.00973511 0.01008606]",3,LOST,0
228,25369041439,2,358200276980,1,0,200,0,320,35871700843,"{'cpus': 0.09716796875, 'memory': 0.0115966796875}",[],2,A0Bp5ToqfsNpGBlMbR8F9eaWvWp9rjn33fh1iA/2zKQ=,1qiFAawoG2NcQouFoNVF9n9pNrGifkerPYcRt8FsU08=,jA5t8OnfZhMDP5k/HYvlbPplmRJx2oox7K7lXDDlIKc=,[],2.0,0.0,961800000000,962100000000,"{'cpus': 0.024017333984375, 'memory': 0.00685882568359375}","{'cpus': 0.05047607421875, 'memory': 0.0075836181640625}","{'cpus': 0.0257568359375, 'memory': None}",0.012298583984375,0.0013885498046875,2.13018798828125,0.0082457596436142,1.0,"[0.00578308 0.0138092  0.01660156 0.01831055 0.0201416  0.02218628
 0.02484131 0.02816772 0.03173828 0.0355835  0.05041504]","[0.03729248 0.03796387 0.03845215 0.0401001  0.04071045 0.04309082
 0.0447998  0.04608154 0.04931641]",1,FAIL,1
229,1456656012477,6,755686677250,0,0,105,0,6814,7367505086,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}",[],6,fyVrWxhkLIMjl2J3LD3cpOWRuMUdb9sqYAI1OSXrPX0=,WFDT2cA4Z2GGeRBluqNbpAEp9fFYRZWWryfAbA6iGY8=,XEEbVRdt29HOHVFyVxuJXKjH14AJpv2bK56r7DrIL8Q=,[],2.0,1.0,1447200000000,1447500000000,"{'cpus': 0.00020599365234375, 'memory': 0.0015354156494140625}","{'cpus': 0.001384735107421875, 'memory': 0.001605987548828125}","{'cpus': 0.00016689300537109375, 'memory': None}",0.0032501220703125,0.000258445739746,3.973978996276856,0.0164353270083665,1.0,"[0.00013924 0.00014782 0.0001564  0.00016499 0.00017357 0.00018311
 0.0001936  0.00020409 0.00021362 0.000247   0.00138474]","[0.00025272 0.0002594  0.00026989 0.0002861  0.00030231 0.0003233
 0.00034523 0.00039577 0.0011673 ]",3,SCHEDULE,0
230,1026502320543,3,796037227562,0,0,0,0,12271,136096975524,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,CNFGnjDyQWE8cgdeBVMIpVRstN5mjdFrkhPo739gLzg=,uHCXraDjnbKTvQ3lFoEkkhzOhtNX7OYmiYFAmeNEDGo=,[],1.0,0.0,840898000000,840900000000,"{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': None}",0.0,0.0,,,1.0,[],[],4,FINISH,0
231,0,2,315267872881,0,0,0,0,3684,5638222820,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",2,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,NkEai6bg6otFiv4U4fE6NHZ2FvK5sL7ZaifrpFtyXoM=,7dWpfUjEmw2lPfvkRQ2PbmM1QqJ/m4FVlXkrZqFWzXY=,[],1.0,0.0,46500000000,46800000000,"{'cpus': 0.004486083984375, 'memory': 0.0010242462158203125}","{'cpus': 0.018798828125, 'memory': 0.0013217926025390625}","{'cpus': 0.0090179443359375, 'memory': None}",0.00262451171875,3.24249267578125e-05,2.681757688522339,0.0141898551955819,1.0,"[0.0003624  0.00049019 0.00051975 0.00056839 0.00068378 0.0017395
 0.00830078 0.00888062 0.00912476 0.0093689  0.01168823]","[0.00938416 0.00941467 0.00944519 0.00946045 0.00949097 0.00952148
 0.009552   0.00964355 0.01008606]",6,FAIL,1
232,1245416284640,5,348547149798,2,0,360,271641594276,510,19965238279,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,MoDI2+cXS73TrK3+XvMBvOSYAKrQxnphYjSHqoHWGSI=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2.0,0.0,1287600000000,1287900000000,"{'cpus': 0.01959228515625, 'memory': 0.008880615234375}","{'cpus': 0.0521240234375, 'memory': 0.010040283203125}","{'cpus': 0.0113677978515625, 'memory': None}",0.0,0.0012798309326171,0.9133962392807008,0.0068681086413562,1.0,"[0.0004425  0.00718689 0.01072693 0.01119995 0.01657104 0.02172852
 0.02502441 0.02682495 0.02850342 0.03027344 0.04205322]","[0.03048706 0.03070068 0.03094482 0.03137207 0.03186035 0.03222656
 0.03277588 0.03631592 0.03918457]",6,LOST,0
233,2034336274583,2,324708383074,0,0,0,0,16009,173719007959,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",2,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,meGcaQMJfU+vY3OL9LTTX3J7o+PalhMnm9fGfqRgqvw=,7dWpfUjEmw2lPfvkRQ2PbmM1QqJ/m4FVlXkrZqFWzXY=,[],1.0,0.0,2285700000000,2286000000000,"{'cpus': 0.00711822509765625, 'memory': 0.002155303955078125}","{'cpus': 0.015472412109375, 'memory': 0.00220489501953125}","{'cpus': 0.0052032470703125, 'memory': None}",0.00262451171875,7.43865966796875e-05,1.3637266159057615,0.0077628367580473,1.0,"[0.00051498 0.00481415 0.00576019 0.00632477 0.00669098 0.00701141
 0.00740814 0.00796509 0.0085907  0.01037598 0.01545715]","[0.01055908 0.010849   0.01113892 0.01135254 0.01152039 0.01202393
 0.01219177 0.01278687 0.01400757]",8,FAIL,1
234,1680419504011,2,128073966478,2,0,0,0,3177,1918963118,"{'cpus': 0.002391815185546875, 'memory': 0.00021457672119140625}","[{'name': 'GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=', 'value': 'Kgq16taSOgd2w4MdPfzHClxQoBcDdY4+DwIKKSewaHM=', 'relation': 1}]",2,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3.0,0.0,430200000000,430500000000,"{'cpus': 0.0015125274658203125, 'memory': 0.0001735687255859375}","{'cpus': 0.003047943115234375, 'memory': 0.00018596649169921875}","{'cpus': 0.0015659332275390625, 'memory': None}",0.0002269744873046,0.0,1.5525286197662354,0.0046704458072781,1.0,"[0.00119209 0.00131989 0.0013752  0.00142479 0.00145721 0.00148773
 0.00152016 0.00156212 0.00160789 0.00170898 0.00226593]","[0.00172806 0.00174522 0.00176048 0.00179482 0.00190353 0.00193787
 0.00205612 0.00211334 0.00217819]",3,FAIL,1
235,125268590651,3,315268991185,1,0,200,0,6986,50295852226,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,Q7DV+pm/ELG8CGppC/HoIb2Jznc5Bom1oq1jVb0v2hk=,Q+gP/A+h6OU9ZM5f+G0oPj6iLljkYhEoQWqf0uvkqWs=,GROrxokNbRMmFd1J1BFbszK3+uUiGoMmCIiBjJlGRf0=,[],1.0,0.0,392400000000,392700000000,"{'cpus': 0.0086822509765625, 'memory': 0.0014495849609375}","{'cpus': 0.019805908203125, 'memory': 0.0015716552734375}","{'cpus': 0.0089263916015625, 'memory': None}",0.00262451171875,6.008148193359375e-05,0.7134714722633362,0.0045648324303328,1.0,"[0.00460815 0.00799561 0.00828552 0.00842285 0.00854492 0.00868225
 0.00881958 0.00895691 0.00914001 0.00946045 0.01008606]","[0.00949097 0.00952148 0.00956726 0.00965881 0.00973511 0.00978088
 0.00982666 0.00987244 0.00999451]",6,FINISH,0
236,852438331815,3,796037227562,0,0,0,0,28356,13726170729,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,CNFGnjDyQWE8cgdeBVMIpVRstN5mjdFrkhPo739gLzg=,uHCXraDjnbKTvQ3lFoEkkhzOhtNX7OYmiYFAmeNEDGo=,[],1.0,0.0,840898000000,840900000000,"{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': None}",0.0,0.0,,,1.0,[],[],4,FINISH,0
237,296066697739,1,784245858759,1,0,105,0,2463,605278275489,"{'cpus': 0.0089874267578125, 'memory': 0.016693115234375}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",1,55OBkge0TdwJ8JGd2ZQyqWmOalmz1ZMCWIvJXzeQBic=,PT2sGYinxxwrtBO9Av5HnLJzDAXwxNUxsVlayv6j790=,G1oqPIWBYquLPW5P/YdMCnflxcs9aXitxHQStj8KYv8=,[],2.0,1.0,295905000000,295946000000,"{'cpus': 0.0088348388671875, 'memory': 0.00567626953125}","{'cpus': 0.020294189453125, 'memory': 0.00567626953125}","{'cpus': 0.0081634521484375, 'memory': None}",0.0149688720703125,0.0001983642578125,,,1.0,"[0.00793457 0.00805664 0.00813293 0.00820923 0.008255   0.00830078
 0.00837708 0.00875854 0.00924683 0.009552   0.02023315]","[0.00961304 0.00967407 0.00975037 0.00982666 0.00990295 0.01031494
 0.01039124 0.02023315 0.02023315]",4,EVICT,0
238,0,2,18257405825,3,1,200,0,817,24890277115,"{'cpus': 0.015411376953125, 'memory': 0.0106048583984375}",[],2,CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=,dAEiPlNwPuBDilQ66zwsO/2soNeuIjlkX4esR4xThbM=,Ro/F61L9W1oaE8mp+h99R/dyFlVFA1QeMGC3lAvXEa0=,[],1.0,0.0,1335600000000,1335900000000,"{'cpus': 0.00562286376953125, 'memory': 0.0066070556640625}","{'cpus': 0.020599365234375, 'memory': 0.0066375732421875}","{'cpus': 0.009185791015625, 'memory': None}",0.0106048583984375,0.0017967224121093,,,1.0,"[0.00133133 0.0030098  0.00355148 0.00406647 0.00466919 0.00523376
 0.0057373  0.00650024 0.00730896 0.0090332  0.01527405]","[0.00921631 0.00938416 0.00956726 0.00993347 0.01098633 0.01138306
 0.01202393 0.01290894 0.01396179]",2,FAIL,1
239,996430471286,3,796037227562,0,0,0,0,24593,24851571708,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,CNFGnjDyQWE8cgdeBVMIpVRstN5mjdFrkhPo739gLzg=,uHCXraDjnbKTvQ3lFoEkkhzOhtNX7OYmiYFAmeNEDGo=,[],1.0,0.0,840898000000,840900000000,"{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': None}",0.0,0.0,,,1.0,[],[],4,FINISH,0
240,1059588363986,5,300836087305,2,0,360,271641566765,691,17871255735,"{'cpus': 0.020355224609375, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,wbW7/XG4/CrDE9giJOJz9zo3el99aFE875q4fY8cTbE=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2.0,0.0,747900000000,748200000000,"{'cpus': 0.0169677734375, 'memory': 0.0108795166015625}","{'cpus': 0.0540771484375, 'memory': 0.0126190185546875}","{'cpus': 0.023773193359375, 'memory': None}",0.0,0.0001916885375976,1.0024088621139526,0.0060249692760407,1.0,"[0.00039482 0.00950623 0.0098114  0.01020813 0.01197815 0.01699829
 0.0201416  0.02258301 0.0249939  0.02947998 0.03753662]","[0.02990723 0.03070068 0.03155518 0.03210449 0.03253174 0.03302002
 0.03436279 0.03515625 0.0355835 ]",6,LOST,0
241,23843207369,5,260725669813,2,0,360,221495346314,439,6785162727,"{'cpus': 0.00392913818359375, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,QsRYzXDSVqCBzEECAKytCJ0/WlcRIFMO90rDLVzkkiA=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2.0,0.0,1175100000000,1175400000000,"{'cpus': 0.0063629150390625, 'memory': 0.006500244140625}","{'cpus': 0.029083251953125, 'memory': 0.0095977783203125}","{'cpus': 0.007781982421875, 'memory': None}",0.0,0.001251220703125,3.3660099506378174,0.018173161894083,1.0,"[0.00016308 0.00038624 0.00117111 0.00333786 0.0062561  0.00706482
 0.00769043 0.00810242 0.00880432 0.01130676 0.02893066]","[0.01203918 0.01226807 0.01292419 0.01364136 0.01441956 0.01501465
 0.01577759 0.01730347 0.02087402]",7,LOST,0
242,278598775454,0,116646838687,1,0,200,0,17,2154534068,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}",[],0,zmpRXVnbga1UZsXYDI1kovjFavrvXMEXoCac0B3oSE4=,qKgaTdS7qX1AXkM4j1iU5QW3jOiet4pcDU0ZUgPYK+c=,073MP4GwcDLt9pohYTMXAdH/L62t8+BOYI4h69cbrQM=,[],2.0,0.0,2288922000000,2288923000000,"{'cpus': 0.0, 'memory': 9.5367431640625e-07}","{'cpus': 0.0, 'memory': 9.5367431640625e-07}","{'cpus': 0.0, 'memory': None}",0.006500244140625,0.0,,,1.0,"[0.00081921 0.00081921 0.00081921 0.00081921 0.00081921 0.00081921
 0.00081921 0.00081921 0.00081921 0.00081921 0.00081921]","[0.00081921 0.00081921 0.00081921 0.00081921 0.00081921 0.00081921
 0.00081921 0.00081921 0.00081921]",3,ENABLE,0
243,723622816016,1,346556401280,1,0,103,0,7890,21038602631,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}",[],1,N4z3CQhsZb0Z/6KYX+6Y6CyETgv5iobfcL+/h+RZeA4=,9CN0XhKlXssUPaH7dh0fXYJ2pKJQBkhWP4VNkHaxYAU=,razr6Q7g2n+P+ozt+AY4VoddAyNIunXkvdiD2gnSFC0=,[],2.0,1.0,708228000000,708231000000,"{'cpus': 0.001049041748046875, 'memory': 6.580352783203125e-05}","{'cpus': 0.013275146484375, 'memory': 6.961822509765625e-05}","{'cpus': 0.0047454833984375, 'memory': None}",0.0104217529296875,2.86102294921875e-06,0.9983146786689758,0.0028721294365823,1.0,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.58306885e-06 2.19345093e-05 3.52859497e-05 1.90162659e-03
 1.90162659e-03 1.90162659e-03 1.90162659e-03]","[0.00190163 0.00190163 0.00190163 0.00190163 0.00190163 0.00190163
 0.00190163 0.00190163 0.00190163]",6,EVICT,0
244,649582370527,0,294544747384,1,0,103,0,2877,430508912,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}",[],0,DHJYL1IYxKn7+hgqicbUBV4/cAvCGBBmmpO+F9Rb1P4=,19SMgCt1aK90R6W4fqUiS5zCFCLX9WGFoY663Yencyk=,uTF49iJIJ/1iSywCxEeXcS9Q0ficGBx247YMAqAE4ZE=,[],1.0,1.0,1812600000000,1812900000000,"{'cpus': 0.0008907318115234375, 'memory': 0.00109100341796875}","{'cpus': 0.00299072265625, 'memory': 0.00110626220703125}","{'cpus': 0.0008020401000976562, 'memory': None}",0.0052108764648437,0.0003108978271484,2.847310781478882,0.0192807111889123,1.0,"[0.00064087 0.00072861 0.00076103 0.00078964 0.00081539 0.00084019
 0.00086308 0.00089073 0.0009346  0.0010891  0.00170898]","[0.00111198 0.00117683 0.00122452 0.00138092 0.00145531 0.00148773
 0.00152016 0.00160217 0.00165176]",8,ENABLE,0
245,1159185446711,6,349011005158,0,0,103,0,2865,11186715,"{'cpus': 0.00484466552734375, 'memory': 0.0012569427490234375}",[],6,8EokQYwPsVzZSyUNNf5RQCH+wHaVEdG8N5gECdipS0c=,U72NfkZ4RYccBO4DPZ9iVN3JL5VRJ2Vq67MfYNZ4uJg=,fwHx2OPQyqlakExRA6bFtwJReldjDD9ef4VmhltIwvw=,[],3.0,1.0,1144800000000,1145100000000,"{'cpus': 0.0040283203125, 'memory': 0.0008335113525390625}","{'cpus': 0.0095672607421875, 'memory': 0.0008592605590820312}","{'cpus': 0.003429412841796875, 'memory': None}",0.0012569427490234,0.0002784729003906,0.7877823114395142,0.0020108381286263,1.0,"[0.0011425  0.00283813 0.00334167 0.00364304 0.00388718 0.0040741
 0.00427246 0.00447083 0.004776   0.0051651  0.00640869]","[0.00521088 0.00527191 0.00534058 0.00539398 0.00543213 0.00556183
 0.00569153 0.00576782 0.00585938]",6,SCHEDULE,0
246,1877909216639,3,359738464136,1,0,200,0,4804,309501904287,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,Q7DV+pm/ELG8CGppC/HoIb2Jznc5Bom1oq1jVb0v2hk=,0va0QfN3GaokXiIDSE24dYt25Z1e7hTNC9ngmKJ+iOo=,GROrxokNbRMmFd1J1BFbszK3+uUiGoMmCIiBjJlGRf0=,[],1.0,0.0,2134800000000,2135100000000,"{'cpus': 0.0080108642578125, 'memory': 0.0017719268798828125}","{'cpus': 0.0179443359375, 'memory': 0.001873016357421875}","{'cpus': 0.0086517333984375, 'memory': None}",0.00262451171875,1.430511474609375e-05,1.2104277610778809,0.0064717070199549,1.0,"[0.00125504 0.00666809 0.00787354 0.00823975 0.00837708 0.00848389
 0.00856018 0.00863647 0.00871277 0.00881958 0.0093689 ]","[0.00883484 0.0088501  0.00886536 0.00889587 0.00892639 0.00895691
 0.00898743 0.00900269 0.00920105]",6,FINISH,0
247,826463145456,0,157857385389,1,0,103,0,2157,178164971704,"{'cpus': 0.03466796875, 'memory': 0.1041259765625}","[{'name': 'VV1G5PlHk9Y/DjLsbdpGVzDms2ylgnVaf6q3JN0GavQ=', 'value': '0', 'relation': 1}]",0,FloIgTjA+8ZZVhwPibq2M0L3ASzQoWQqGyhHVZh5iPw=,lLP81nkxbZC5snTlvt4HswarcCQDQUEZQ9skJVhPQuE=,Jz2tdDt7homxne95VaEIDp4BC8W90BE1tsSXCY9LJjc=,[],2.0,1.0,1580400000000,1580700000000,"{'cpus': 0.00543975830078125, 'memory': 0.129638671875}","{'cpus': 0.05572509765625, 'memory': 0.129638671875}","{'cpus': 0.003398895263671875, 'memory': None}",0.1875,0.0017356872558593,4.109884738922119,0.019480949267745,1.0,"[0.00032139 0.0015316  0.00167656 0.00187302 0.00244904 0.00279236
 0.00297165 0.0031929  0.00450897 0.01318359 0.05279541]","[0.01480103 0.01654053 0.02023315 0.02352905 0.02737427 0.03210449
 0.03369141 0.03625488 0.04315186]",8,ENABLE,0
248,862214044790,3,474941134419,0,0,103,0,7879,39949865770,"{'cpus': 0.017608642578125, 'memory': 0.01019287109375}",[],3,HuJTGzfKvLBf+6PLTjfckShR9iX7i9m4JNZE7BaSpMg=,bX6Li2vbD4QBbRGLy0WHWHYLc/vSFYyiLail5QJZaqw=,ykxyIadFzmFr8axuuxPpRyAPd5ZIbOyykNju877Z7VQ=,[],2.0,1.0,1095300000000,1095600000000,"{'cpus': 0.0007009506225585938, 'memory': 0.00481414794921875}","{'cpus': 0.001705169677734375, 'memory': 0.00481414794921875}","{'cpus': 0.0005826950073242188, 'memory': None}",0.018951416015625,2.86102294921875e-06,3.2490053176879883,0.0281351506710052,0.996666669845581,"[0.00047398 0.00056553 0.00059414 0.00061893 0.00064564 0.00067139
 0.00069618 0.00073051 0.00077343 0.00085545 0.00158119]","[0.00087166 0.00091171 0.00098038 0.00100708 0.00103188 0.00106049
 0.00114632 0.00117874 0.00136757]",2,FINISH,0
